,File,Sources,Actions,Targets,Districts,Provinces
320,20150729_7001.txt,,"('وفاة', 'وفاة', 'وفاة', 'توفي')","('الملا محمد عمر', 'طالبان', 'الملا محمد عمر', 'الملا محمد عمر')",,
321,20170201_1636.txt,,"('إصابة', 'انفجار', 'انفجار', 'إصابة')","('رجال شرطة',)","('جلال أباد', 'جلال أباد', 'جلال أباد')","('نانجرهار', 'نانجرهار')"
322,20151003_9349.txt,"('أمريكي', 'طالبان', 'القوات الأفغانية الحكومية')","('مصرع', 'إصابة', 'قصف جوي', 'استهدف', 'مصرع', 'أصيب', 'استهدف', 'قصف', 'مقتل', 'اجتاحت', 'استعادت')","('مستشفى', 'مستشفى', 'مستشفى', 'موظفي', 'مدينة')","('قندوز',)","('قندوز', 'قندوز')"
323,20150923_8827.txt,"('مسلحون', 'المسلحين', 'طالبان')","('مقتل', 'هجوم', 'مقتل', 'هجوم', 'هجوم', 'مقتل', 'هجوم', 'اطلقت صاروخ', 'مقتل')","('ناتو', 'قاعدة (باغرام)', 'حلف شمال الاطلسي', 'ناتو', 'جنود', 'قاعدة (باغرام)', 'قاعدة (باغرام)', 'القاعدة الجوية', 'جنود', 'ناتو', 'ناتو')",,"('باروان',)"
324,20170427_5043.txt,,,,,
325,20111218_6468.txt,,,,,
326,20120519_1760.txt,"('طالبان', 'طالبان')","('مقتل', 'هجوم', 'قتل', 'هجوم', 'هجوم', 'استشهاد', 'هجوم', 'جرح', 'مقتل', 'مقتل', 'جرح', 'هجوم', 'هجوم', 'قتل')","('شخصا', 'شرطة', 'شخصا', 'رجال الشرطة', 'شرطة', 'اشخاص', 'طفلان', 'شرطيين', 'شرطيين', 'طفل', 'اشخاص', 'مدنيين', 'اشخاص')","('اليشير',)","('خوست', 'خوست', 'خوست')"
327,20141206_10846.txt,,,,,
328,20180507_5794.txt,,"('التفجير', 'الضحايا', 'المصابين')","('مسجد',)",,
329,20150301_2297.txt,,,,,
330,20180228_2990.txt,,,,,
331,20170426_5046.txt,"('القوات الأفغانية', 'طالبان', 'طالبان', 'طالبان', 'المهاجم', 'طالبان')","('تتوعد', 'هجوم', 'مقتل', 'مقتل', 'هجوم انتحاري', 'فجر', 'هجوم', 'إصابة', 'التفجير', 'سقوط')","('طالبان', 'قاعدة للجيش', 'شخصا', 'عسكري', 'أفراد', 'قاعدة عسكرية', 'القاعدة', 'أفراد', 'القاعدة', 'مدنيين', 'عسكري')",,"('هوست',)"
332,20140219_1316.txt,"('الجيش الباكستاني', 'الجيش الباكستاني', 'الجيش الباكستاني', 'الجيش الباكستاني', 'الجيش الباكستاني', 'القوات الافغانية')","('قصف', 'قصف', 'اطلق', 'قذيفة مدفعية', 'قصف', 'قصف', 'قصف', 'مصرع', 'قصف', 'قصف', 'اشتباكات')","('السكان', 'الاشخاص')","('دانجام',)","('كونار', 'كونار', 'كونار', 'كونار', 'نورستان', 'كونار', 'نورستان')"
333,20150319_2663.txt,"('طائرة أمريكية', 'طائرة أمريكية')","('تقتل', 'هجوما', 'مقتل', 'هجوم', 'يستهدف', 'هجوم', 'مقتل', 'هجوم')","('قياديا', 'طالبان', 'طالبان', 'قيادي', 'طالبان', 'طالبان الباكستانية', 'طالبان', 'طالبان الباكستانية', 'طالبان', 'قيادي', 'خاوراي محسود')",,
334,20110421_1522.txt,,"('مقتل', 'انفجار', 'مقتل', 'انفجار', 'خطف', 'مقتل', 'انفجار', 'خطف')","('جندي فرنسي', 'جندي فرنسي', 'صحفيي', 'التلفزيون الفرنسي', 'جندي فرنسي', 'صحفيي التلفزيون الفرنسي', 'ستيفان تابونييه', 'هرفيه غيكيير')","('كابول', 'كابيسا', 'كابيسا', 'كابول', 'كابيسا')",
335,20181105_1567.txt,"('مسلحون', 'طالبان', 'طالبان', 'طالبان')","('قتل', 'هجوم مسلح', 'قتل', 'هجوم', 'قتل', 'أصيب', 'هجوم', 'هجوم', 'دمار', 'إحراق', 'هجوم', 'هجمات', 'تستهدف')","('الجيش', 'الشرطة', 'الجيش', 'الشرطة', 'نقطة تفتيش', 'جنود', 'الشرطة', 'عسكريين', 'نقطة التفتيش', 'الشرطة', 'نقطة التفتيش', 'قوات الأمن')",,"('غزني', 'غزني')"
336,20180531_6616.txt,"('تنظيم داعش', 'داعش', 'سيف العدل', 'تنظيم داعش', 'تنظيم داعش', 'وزارة الخارجية الأميركية', 'داعش', 'داعش', 'تنظيم البغدادي', 'سيف العدل', 'تنظيم داعش', 'سيف العدل', 'تنظيم داعش', 'تنظيم داعش', 'الولايات المتحدة', 'تنظيم داعش', 'تنظيم داعش', 'وزارة الخارجية الأميركية', 'تنظيم داعش')","('يلملم', 'يوحد', 'حرب', 'شن', 'الهجمات الإرهابية', 'غزو', 'الهجمات', 'حرب', 'الهجمات')","('صفوفه', 'القاعدة', 'القاعدة وداعش', 'داعش', 'داعش', 'داعش', 'داعش', 'داعش', 'داعش', 'داعش', 'داعش', 'أفغانستان', 'داعش', 'داعش', 'صفوفه', 'داعش', 'أفغانستان', 'القاعدة', 'القاعدة', 'القاعدة', 'صفوفه', 'داعش', 'داعش', 'القاعدة')",,
337,20180522_6282.txt,,,,,
338,20120708_2589.txt,,,,,
339,20150630_5964.txt,"('طالبان',)","('مقتل', 'إصابة', 'انفجار انتحاري', 'مقتل', 'إصابة', 'انفجار انتحاري', 'قتل', 'أصيب', 'انفجار', 'فجر', 'مقتل', 'إصابة', 'الحادث', 'الهجوم', 'انفجار')","('مدني', 'القوات الأجنبية', 'مدني', 'المحكمة الدستورية', 'السفارة الأمريكية')","('العاصمة الأفغانية', 'العاصمة الأفغانية', 'كابول', 'العاصمة الأفغانية', 'كابول', 'كابول')",
340,20151002_9235.txt,"('طالبان',)","('مقتل', 'تحطم', 'قتل', 'تحطم', 'تحطم', 'مقتل', 'تحطم')","('امريكيين', 'طائرة نقل عسكرية', 'امريكيين', 'مدنيين', 'طائرة النقل العسكرية', 'طائرة النقل الأمريكية', 'شخصا', 'الطائرة')",,"('نانجارهار', 'نانجارهار')"
341,20180228_3231.txt,,,,,
342,20110806_3836.txt,"('طالبان', 'طالبان', 'طالبان')","('مقتل', 'تحطمت', 'أطلقوا النار', 'قتلوا')","('ناتو', 'حلف شمال الأطلسي', 'ناتو', 'مروحية عسكرية', 'جنديا أجنبيا')",,
343,20180220_2469.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('اغتال', 'مقتل', 'اغتال', 'اغتيال', 'اغتيال', 'انفجار', 'ضحيته', 'اغتيال', 'استولى', 'اغتال', 'مقتل', 'اغتيال', 'اغتيال', 'اغتيال', 'اغتيال', 'انفجار', 'انفجار', 'اغتيال', 'اغتيال', 'اغتيال', 'زرعت ألغام')","('عزام', 'عبد الله عزام', 'زعيم المجاهدين', 'كابل', 'أحمد شاه مسعود', 'الطريق', 'الطريق', 'سيارات الحراسة', 'المساعدين', 'كابل', 'الطريق', 'الطريق', 'كابل', 'كابل', 'كابل', 'كابل', 'كابل', 'كابل', 'كابل', 'كابل', 'عزام', 'الطريق', 'عزام', 'عزام', 'عزام', 'أحمد شاه مسعود', 'أحمد شاه مسعود', 'أحمد شاه مسعود', 'أحمد شاه مسعود', 'أحمد شاه مسعود', 'الطريق', 'كابل')",,"('كابل', 'تخار', 'كابيسا', 'كابل')"
344,20151012_9826.txt,,"('مقتل', 'تحطم', 'حتفهم', 'تحطم')","('الناتو', 'مروحية', 'الناتو', 'مروحية')","('كابول', 'كابول')",
345,20180422_4958.txt,,"('استهدف', 'تفجير', 'استهدف', 'قتل', 'جرح')","('نقاط تفتيش أمنية', 'رجال الشرطة')",,"('جاوزجان',)"
346,20180101_27.txt,"('طائرة أمريكية', 'شرطة')","('مقتل', 'انفجار', 'قتل', 'انفجار', 'قتل', 'ضربة جوية', 'استهدفت', 'قتلوا', 'انفجار', 'استهدفت', 'تدمير', 'اكتشاف')","('الشرطة', 'الشرطة الأفغانية', 'الشرطة', 'الشرطة الأفغانية', 'مسلحين', 'داعش', 'الشرطة', 'التنظيم', 'الأسلحة', 'داعش', 'طالبان', 'مخبأ', 'الأسلحة', 'الذخيرة', 'قذائف مدفعية')","('محمد آغا', 'أشين')","('لوغار', 'نانغارهار', 'لوغار', 'لوغار', 'نانجارهار', 'وردك')"
347,20140225_1515.txt,,,,,
348,20141114_9960.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('هجوم', 'مقتل', 'هجوم')","('قوافل', 'قوات الحلف الأطلسي', 'ناتو', 'مدني')","('جلال آباد', 'بهسود')",
349,20181102_1542.txt,"('طالبان', 'طالبان', 'طالبان', 'الحكومة الأفغانية')","('تفقد السيطرة', 'تسيطر', 'سيطرت', 'تنازع', 'تنازع')","('مناطق', 'مناطق', 'منطقة', 'المقاطعات', 'مناطق', 'المقاطعات')",,
350,20151207_12003.txt,,,,,
351,20140906_7213.txt,,,,,
352,20150603_5157.txt,,,,,
353,20170228_2618.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('مقتل', 'هجوم', 'مقتل', 'هجوم', 'هجوم')","('الشرطة', 'الشرطة', 'الشرطة')","('لشكر كاه',)","('هلمند', 'هلمند')"
354,20111028_5429.txt,,,,,
355,20120606_2076.txt,,,,,
356,20120820_3267.txt,,"('صاروخ', 'صاروخ')","('طائرة', 'ديمبسي', 'طائرة', 'ديمبسي', 'ديمبسي', 'طائرة', 'طائرة', 'ديمبسي', 'ديمبسي')","('قاعدة',)",
357,20140614_4610.txt,,,,,
358,20120607_3126.txt,,,,,
359,20140112_440.txt,"('طالبان', 'طالبان', 'طالبان')","('تفجير انتحاري', 'استهدف', 'تفجير انتحاري', 'استهدف', 'مقتل', 'إصابة', 'الهجوم', 'أصيبوا', 'أصيبوا')","('شرطة', 'شرطة', 'شرطيين', 'شخصاً', 'شرطة', 'المدنيين')","('كابول', 'كابول', 'كابول')",
360,20150923_8844.txt,,"('مقتل', 'هجوم', 'مقتل', 'هجوم', 'هجوم')","('الناتو', 'جنود', 'حلف شمال الأطلسي', 'ناتو', 'جنود', 'قاعدة جوية')","('باجرام',)",
361,20110814_4018.txt,,,,,
362,20151012_9754.txt,"('طالبان', 'انتحاريا', 'قوات الامن', 'طالبان', 'طالبان', 'قوات الامن', 'طالبان', 'القوات الاجنبية والحكومية', 'طالبان', 'الجيش الافغاني', 'طالبان', 'الجيش الافغاني', 'الأمريكي')","('هجوم انتحاري', 'استهدف', 'تفجير', 'الهجوم الانتحاري', 'جرح', 'الانفجار', 'الانفجار', 'فجر', 'فجر', 'الانفجار', 'هجوم', 'الاعتداء الانتحاري', 'جرح', 'جرح', 'هجوم', 'هجوم', 'هجوم', 'هجوم', 'السيطرة', 'السيطرة', 'هجوم', 'تفجير', 'انتقاما', 'قصف', 'تدمير', 'قتل', 'هجوما', 'هجوما مضادا', 'قصف', 'قصف')","('موكبًا بريطانيًا', 'حلف شمال الاطلسي', 'مدنيين', 'موكبا لقوات اجنبية', 'مدنيين', 'امرأة', 'طفلا', 'مدينة قندوز', 'قندوز', 'مدرعتين', 'أجنبيا', 'مستشفى')","('كابول', 'كابول', 'كابول', 'قندوز', 'كابول', 'جوي شير', 'كابول', 'قندوز', 'كابول', 'قندوز', 'قندوز', 'قندوز')","('بدخشان', 'بغلان', 'تخار')"
363,20111023_5311.txt,"('انتحاري',)","('محاولة اغتيال', 'محاولة اغتيال')","('وزير الداخلية', 'وزير الداخلية')",,"('باروان', 'كابول', 'باروان', 'كابول')"
364,20121120_4851.txt,,,,,
365,20180120_960.txt,"('مهاجمين', 'مهاجمين', 'طالبان')","('هجوم', 'يستهدف', 'اطلاق النار', 'اضرموا النار', 'اغلاق', 'هجوم')","('فندق', 'فندق', 'نزلائه', 'الفندق', 'الطرق الرئيسية', 'فندق')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
366,20120331_176.txt,"('الشرطة', 'الجيش', 'حلف شمال الأطلسي', 'الناتو')","('مقتل', 'مقتل', 'اعتقال', 'مقتل', 'اعتقال')","('مسلحين', 'مسلحين', 'مسلحين')",,"('كابول', 'قندز', 'قندهار', 'هلمند', 'نمروز', 'لوغار', 'غازني', 'خوست', 'باكتيا')"
367,20140922_7945.txt,,,,,
368,20120828_3014.txt,,"('هجوم', 'هجوم', 'أودى بحياة', 'اصيب', 'انفجار', 'إنفجرت', 'قتلت', 'اصابت', 'هجوم')","('رئيس شرطة', 'رئيس شرطة', 'مدنيين', 'إيساف', 'حلف شمال الاطلسي', 'رئيس شرطة', 'الجنرال عبد الرازق', 'مدنيين')",,"('قندهار', 'قندهار', 'قندهار', 'قندهار', 'قندهار', 'قندهار')"
369,20140209_936.txt,,"('مقتل', 'قتل')","('عسكريين', 'عسكريين', 'الجيش الافغاني')",,"('فرح', 'فرح')"
370,20180522_6338.txt,"('داؤود أحمدي',)","('التفجير الإرهابي', 'مقتل', 'إصابة', 'انفجرت', 'قتلى', 'جرح')","('شخصا', 'آخرين', 'حافلة صغيرة')",,"('قندهار', 'قندهار')"
371,20140313_1994.txt,,,,,
372,20140413_2953.txt,"('طالبان',)","('الهجمات',)",,,
373,20140627_5201.txt,,,,,
374,20170315_3246.txt,"('قوات الأمن', 'قوات الأمن', 'القوات الأمريكية')","('غارات جوية', 'غارات جوية', 'الغارات الجوية', 'تدمير', 'الغارات الجوية')","('داعش', 'داعش', 'الأسلحة', 'الذخائر', 'المتفجرات', 'داعش')",,
375,20150429_4103.txt,,"('مقتل', 'إصابة', 'انفجار', 'مصرعهم', 'أصيب', 'انفجار', 'مقتل', 'إصابة', 'قتل', 'مصاب')","('طفلان', 'الشرطة', 'الشرطة')",,"('خوست', 'خوست')"
376,20141106_9664.txt,"('إيساف', 'القوات الدولية', 'القوات الدولية')","('مغادرة', 'انسحاب', 'انسحاب')","('أفغانستان', 'أفغانستان', 'أفغانستان')",,"('كابول',)"
377,20150118_638.txt,,,,,
378,20141021_9173.txt,"('طالبان',)","('مقتل', 'مقتل', 'اصابة', 'هجوم', 'هجوم', 'تفجير', 'تبني', 'هجوم', 'قتلوا')","('جنود', 'جنود أفغان', 'جنود', 'شخصا', 'مدنيون', 'حافلة عسكرية', 'شخصا')","('كابول', 'كابول', 'كابول', 'كابول')",
379,20120308_4673.txt,,,,,
380,20140215_1203.txt,,,,,
381,20170413_4293.txt,"('أمريكا', 'الولايات المتحدة', 'الجيش الأمريكي')","('تستخدم', 'قصفت', 'قنبلة', 'القنبلة', 'مقتل')","('أم القنابل', 'داعش', 'داعش', 'نانجارهار', 'جندي أمريكي', 'داعش')",,"('نانجارهار',)"
382,20170222_2441.txt,,"('قتل', 'انفجار', 'قتل', 'انفجار', 'انفجار', 'الهجوم', 'استهدف', 'الهجوم', 'الهجوم')","('سوقا تجارية',)","('جاني خيل',)","('باكتيكا', 'باكتيكا')"
383,20150516_4646.txt,,,,,
384,20180222_2622.txt,"('أميركية', 'طائرة أميركية', 'أميركية')","('مقتل', 'إصابة', 'غارة', 'مصرعهم', 'غارة', 'ضربة جوية', 'إصابة')","('مسلحي', 'داعش', 'مسلحين', 'داعش', 'داعش')",,"('ننجارهار', 'ننجارهار')"
385,20120714_2754.txt,"('طالبان',)","('قتيلا', 'جريحا', 'هجوم', 'قتل', 'اصيب', 'هجوم انتحاري', 'تمرد')","('حفل زفاف', 'شخصا', 'حفل زفاف', 'القوات الحكومية', 'قوات اجنبية', 'الحلف الاطلسي')","('سمنغان', 'ايبال')","('سمنغان', 'قندوز', 'سمنغان')"
386,20150808_7423.txt,,"('مقتل', 'هجوم', 'قتل', 'هجوم', 'هجمات انتحارية', 'قتل', 'هجمات', 'تفجير')","('حلف الأطلسي', 'المتمردين', 'حلف شمال الأطلسي', 'المتمردين', 'حلف الأطلسي', 'معسكر ""انتجريتي""')","('كابول', 'كابول', 'كابول', 'كابول')",
387,20180309_3641.txt,,,,,
388,20120415_445.txt,"('مسلحين', 'مسلحين', 'مسلحين', 'حلف شمال الاطلسي', 'طالبان', 'طالبان')","('هجمات', 'هجمات', 'هاجموا', 'قذيفة صاروخية', 'استهدفت', 'هجمات', 'هجمات', 'هجمات', 'صواريخ', 'اصابت', 'النيران', 'صواريخ', 'اقتحموا', 'احتلوا', 'النيران', 'هجمات', 'هجمات')","('البرلمان', 'البرلمان', 'سفارت اجنبية', 'البرلمان', 'دبلوماسيون بريطانيون', 'السفارة الامريكية', 'السفارة الامريكية', 'متجرا', 'الاجانب', 'السفارة الالمانية', 'السفارة الالمانية', 'البرلمان', 'فندق ستار', 'حلف شمال الاطلسي')","('العاصمة', 'كابول', 'العاصمة', 'كابول', 'كابول', 'العاصمة', 'كابول', 'كابول', 'كابول', 'كابول', 'كابول')","('بكتيا',)"
389,20150215_1598.txt,,,,,
390,20120521_1807.txt,,,,,
391,20181112_2035.txt,,"('الهجوم الانتحاري', 'هجوم', 'انتحاري', 'قتل', 'جرح')",,,"('كابول', 'كابول')"
392,20180423_5050.txt,"('داعش',)","('الهجوم الإرهابي', 'الهجوم الإرهابي', 'قتيلا', 'جرح', 'لهجمات الإرهابية')","('العشرات',)","('كابول', 'كابول', 'العاصمة الأفغانية', 'كابول')",
393,20151209_12109.txt,"('طالبان', 'طالبان', 'طالبان')","('هجوم', 'قتلوا', 'أصيب', 'هجوم', 'قتلوا', 'أصيب', 'يقاوم')","('مطار', 'مطار قندهار', 'المدنيين', 'قوات الأمن الأفغانية', 'قوات الأمن')","('قندهار', 'قندهار')",
394,20081120_191.txt,,,,,
395,20180111_576.txt,"('طالبان', 'داعش', 'داعش', 'طالبان', 'المسلحين', 'داعش', 'طالبان', 'طالبان', 'داعش', 'داعش', 'طالبان', 'المسلحين', 'المسلحين', 'المسلحين', 'داعش', 'طالبان', 'المسلحين')","('يتصالحون', 'يسلمون أسلحتهم', 'ينضمون', 'انضموا', 'انضموا', 'تصالحوا', 'سلمت أسلحتها', 'تمرد', 'انضموا', 'انضموا', 'تمردا')","('الحكومة الأفغانية', 'عملية السلام', 'عملية السلام', 'عملية السلام', 'الحكومة', 'عملية السلام', 'عملية السلام', 'عملية السلام', 'الحكومة')","('خوجياني', 'خوجياني', 'خوجياني', 'باشر أجام', 'شابارهار')","('ننجارهار', 'ننجارهار', 'ننجارهار', 'بلخ شمال')"
396,20140405_2740.txt,,,,,
397,20180121_1007.txt,"('مسلحون', 'المسلحين', 'مسلحون', 'طالبان', 'مسلحين', 'القوات الخاصة الأفغانية', 'الحلف الأطلسي')","('قتلى', 'هجوم', 'هجوم', 'هجوم', 'قتلى', 'قتل', 'هجوم', 'هجوم', 'هجوم', 'قتل', 'إنقاذ', 'هجوم', 'قتلى', 'هجوم', 'هجوم', 'تفجير', 'قطعت', 'النار', 'هجوم', 'قتيلا', 'اقتحمت', 'إنهاء الاعتداء')","('أفغان', 'أفغان', 'فندق ""إنتركونتيننتال""', 'فندق ""انتركونتيننتال""', 'أشخاص', 'فندق ""إنتركونتيننتال""', 'المهاجمين', 'شخصا', 'أجنبيا', 'أفغان', 'أجنبي', 'الكهرباء', 'الفندق', 'الفندق', 'الفندق')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
398,20110627_3033.txt,,,,,
399,20110807_3915.txt,"('جندي اميركي', 'جنود اميركيين')","('قتل', 'قتل', 'مقتل')","('مدنيين', 'مدنيين', 'مدنيين')",,"('قندهار', 'قندهار')"
400,20150514_4495.txt,"('الشرطة', 'طالبان', 'مسلحين')","('قتل', 'إطلاق نار', 'قتل', 'إطلاق النار', 'قتل', 'قتل', 'إطلاق النار', 'قتل', 'اصيب', 'دخول', 'دخلا', 'أطلقا النار')","('طالبان', 'أشخاص', 'شرطيين', 'طالبان', 'المهاجمان', 'شرطيين', 'مكتب حاكم الولاية', 'مسجدا', 'رجال دين')","('لشقر قاه',)","('هلمند', 'هلمند', 'هلمند')"
401,20140610_4551.txt,,"('قتلوا', 'قصف', 'قصف عرضي حليف', 'قتلوا', 'قصف', 'قصف عرضي حليف')","('جنود', 'الناتو', 'جنود', 'حلف شمال الأطلنطي', 'الناتو')",,
402,20110412_1397.txt,"('طائرة من دون طيار',)","('قتيل', 'غارة', 'مقتل', 'مقتل', 'معارك')","('أمريكيان', 'الجنديين الأمريكيين', 'جنود أمريكيين')",,"('كونار',)"
403,20181030_1373.txt,"('داعش', 'طالبان', 'طالبان', 'الاستخبارات الأفغانية', 'الجيش', 'طالبان', 'الحركة', 'طالبان', 'طالبان', 'طالبان', 'انتحاري', 'الشرطة', 'داعش', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طائرة', 'طالبان', 'طالبان', 'القوة الخاصة', 'الحركة', 'الاستخبارات الأفغانية', 'الاستخبارات الأفغانية', 'طالبان', 'الاستخبارات الأفغانية', 'القوة الخاصة', 'الاستخبارات الأفغانية', 'طالبان', 'الاستخبارات الأفغانية', 'طالبان', 'الحركة', 'طالبان', 'الحركة', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('إصابة', 'هجوم انتحاري', 'تقصف', 'العمليات', 'الهجمات', 'استهداف', 'قصفت', 'تسيطر', 'أطلقت', 'قصف', 'هجوم', 'استهدف', 'فجّر', 'جرح', 'اعتداء', 'اعتداء', 'اعتداء', 'مقتل', 'جرح', 'رصدت', 'أصابت', 'جرح', 'أصيبوا', 'هجوم', 'تفجير', 'الهجمات', 'استهدف', 'هددت', 'استهداف', 'مقتل', 'اعتداء', 'العمليات', 'اغتيال', 'قتل', 'أصيب', 'اعتداء', 'إسقاط', 'صور', 'إسقاط', 'إسقاط', 'قتل', 'حتفهم', 'مصرع', 'اشتباك', 'نصب كمين', 'قتل', 'مصرع', 'اشتباك', 'قتل', 'أصيبوا', 'أسر', 'هجوم', 'التراجع', 'الانسحاب', 'مقتل', 'القبض', 'القبض على', 'إطلاق نار', 'مقتل', 'مقتل', 'مقتل', 'تحذير', 'العمليات', 'إفشال', 'قصف', 'مصرع', 'معارك', 'حتفهم', 'اشتباك', 'انخفض', 'التفجير الانتحاري')","('مسؤولين', 'لجنة الانتخابات', 'الرئيس غني', 'الحكومة الأفغانية', 'قوات', 'طالبان', 'اجتماعا', 'الرئيس الأفغاني', 'الرئيس الأفغاني أشرف غني', 'أشرف غني', 'قوات', 'اجتماعا', 'قيادات أمنية', 'الحكومة الأفغانية', 'أشرف غني', 'أراضي', 'مكان الاجتماع', 'الاجتماع', 'موقع', 'القوات الحكومية', 'مقرّ المفوضية المستقلة للانتخابات', 'موقع', 'مفوضية الانتخابات', 'شرطي', 'أشخاص', 'موظف', 'شرطي', 'المنفّذ', 'مسؤولين', 'شرطي', 'مفوضية الانتخابات', 'مفوضية الانتخابات', 'موظف', 'الناخبين', 'قائد', 'قائد الشرطة', 'قائد الشرطة المحلية', 'الجنرال', 'الجنرال عبد الرزاق', 'عبد الرزاق', 'موظف', 'حارس شخصي', 'حارس شخصي لحاكم الولاية', '، قائد المخابرات', 'قائد', 'شخصا', 'الجنرال', 'الجنرال الأميركي', 'الجنرال الأميركي جيفري سمايلي', 'جيفري سمايلي', 'قوات', 'قائد', 'الجنرال', 'الاجتماع', 'طائرة تجسس أميركية', 'طائرة', 'قوات', 'طالبان', 'طائرة', 'طائرة', 'طائرة استطلاع', 'طائرة استطلاع وتجسس أميركية', 'قادة', 'قوات', 'طالبان', 'مساعدي', 'شخصا', 'قوات', 'طالبان', 'حاكم الظل', 'الاستخبارات الأفغانية', 'قوات', 'قوات', 'طالبان', 'حاكم الظل', 'حاكم الظل مولى محمود', 'مولى محمود', 'افتخار', 'طالبان', 'خنجر', 'كمران', 'لغماني', 'حقيار', 'ساجد', 'غاشي', 'سيد ولي', 'الميليشيا التابعة للحكومة', 'الميليشيا', 'رجال الميليشيا', 'الميليشيا', 'الميليشيا الحكومية', 'الميليشيا التابعة للحكومة', 'الميليشيا', 'الميليشيا', 'القوات الحكومية', 'القوات الحكومية', 'قادة', 'قوات', 'قائد', 'قائد شرطة', 'الجنرال', 'الجنرال عبد الرزاق', 'عبد الرزاق', 'قائد الشرطة', 'قادة', 'قادة الأجهزة الأمنية', 'السكان', 'السكان المحليين', 'المحليين', 'انتخابات مجلس النواب الأفغاني', 'مراكز اقتراع', 'مراكز التصويت', 'القوات الحكومية', 'القوات الحكومية', 'مقاتلي الحركة', 'الحكومة الأفغانية', 'الأفيون', 'لجنة الانتخابات')","('كابل', 'لشكرجاه', 'كابل', 'كابل', 'كابل', 'كابل', 'قندهار', 'قندهار', 'مياوند', 'قندهار', 'غوراك', 'شوراباك', 'معروف', 'راغستان', 'ميان شين', 'نيش', 'شاوليكوت', 'مياوند', 'أرغستان', 'بولدك', 'تختا بول', 'كرا ومنجان', 'كابل')","('هلمند', 'هلمند', 'بكتيكا', 'قندهار', 'ننجرهار', 'ننجرهار', 'أورزجان', 'أورزجان', 'قندهار', 'قندهار', 'قندهار', 'بدخشان')"
404,20120417_374.txt,,,,,
405,20140601_4168.txt,,,,,
406,20170403_3895.txt,"('القوات الأمريكية', 'قوات الشرطة الأفغانية', 'القوات الأمريكية', 'القوات الأفغانية والأمريكية')","('مقتل', 'عمليات أمنية', 'مقتل', 'العمليات الأمنية', 'الغارات الجوية', 'قتل', 'العمليات الأمنية', 'قتل', 'الغارات الجوية', 'الغارات الجوية', 'دمرت', 'عمليات أمنية')","('داعش', 'داعش', 'الأسلحة', 'المعدات العسكرية', 'داعش')","('أشين',)","('نانجارهار', 'نانجارهار')"
407,20140406_2732.txt,,"('عمليات تفجيرية', 'مقتل')",,,
408,20150226_2089.txt,,,,,
409,20150325_2967.txt,"('طائرة أمريكية', 'طائرة أمريكية', 'طائرة أمريكية', 'طالبان الباكستانية', 'جماعة عسكر الإسلام', 'طالبان')","('تقتل', 'قتل', 'هجوم', 'قتل', 'هجوم', 'قتل', 'هجوم', 'قتل', 'قتل', 'قتل', 'هجوم')","('طالبان', 'طالبان الباكستانية', 'مسلحا', 'طالبان', 'طالبان الباكستانية', 'طالبان', 'طالبان الباكستانية', 'طالبان')","('نازيان',)","('كونار', 'ننكرهار', 'كونار')"
410,20180204_1973.txt,"('داعش', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'داعش', 'طالبان', 'داعش', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'داعش', 'داعش')","('التفجيرات', 'قتيل', 'تفجيرات', 'التفجير', 'استهدف')","('جيش',)","('كابول',)",
411,20170421_7329.txt,"('طالبان', 'طالبان')","('مقتل', 'إصابة', 'هجوم', 'مصرع', 'أصيب', 'هجوم', 'هجوم')","('جنود', 'مقر للجيش', 'جنود', 'جنود أفغان', 'مقر للجيش', 'مسجد', 'جنود')","('مزار الشريف', 'مزار الشريف')","('بلخ', 'قندوز')"
412,20120609_3123.txt,"('متمردون', 'طالبان', 'قوات الأمن الأفغانية', 'طالبان')","('مصرع', 'قتل', 'هجوم', 'تفجير انتحاري', 'قتل', 'هجوم', 'قتل', 'قتل', 'توعدت', 'استهداف')","('جنود فرنسيين', 'جنود فرنسيين', 'إيساف', 'حلف شمال الأطلسي', 'جنود فرنسيين', 'إيساف', 'جندياً', 'طالبان', 'الحكومة الأفغانية', 'قوات الأمن', 'جندي أجنبي')",,"('كابيسا',)"
